"UserID","BSA Member ID","First Name","Last Name","Suffix","Nickname","Address 1","Address 2","City","State","Zip","Home Phone","School Grade","School Name","LDS","Swimming Classification","Swimming Classification Date","Unit Number","Unit Type","Date Joined Scouts BSA","Den Type","Den Number","Date Joined Den","Patrol Name","Date Joined Patrol","Parent 1 Email","Parent 2 Email","Parent 3 Email","OA Member Number","OA Election Date","OA Ordeal Date","OA Brotherhood Date","OA Vigil Date","OA Active"
"13250039","15347317","Aaron","Watts","","","297 Alexander Point","","New James","WV","82305","(331) 394-2039","12","Bovine University","","","","3952","Troop","2023-08-01","","","","Flying Lizards","","bradleychandler@example.com","yhowell@example.org","","","","","","","No"
"2692416","12937393","David","Gardner","","","8203 Kayla Light","","West Susanburgh","AR","72271","(480) 989-6793","7","Bovine University","","","","2374","Troop","2019-04-01","","","","Ice Turtles","2019-05-02","markreid@example.com","bmyers@example.com","","","","","","","No"
"9033624","16846388","Eric","Crawford","","","670 Holland Meadow Apt. 943","","New Ericshire","NC","03751","(352) 579-9605","9","Bovine University","","","","9433","Troop","","","","","Graceful Velociraptors","","yorkmatthew@example.org","fshaw@example.org","","","","","","","No"
"2703575","13760492","Tracy","Ford","","","389 Oconnell Extensions","","New Darryl","VA","13064","(970) 872-7769","5","Bovine University","","","","3559","Troop","","","","","Flying Cupcakes","","kirk32@example.net","david94@example.org","","","","","","","No"
"5770332","11143607","Keith","Mitchell","","","60370 Walters Branch Suite 546","","South Lacey","GU","30239","(530) 581-1384","7","Bovine University","","","","7263","Troop","2021-01-01","","","","Screaming Velociraptors","","richard43@example.net","charles92@example.net","","","","","","","No"
"8855065","19225471","Melissa","Hill","","","07089 Melissa Island","","South Jesseton","MS","97679","(873) 672-4952","10","Bovine University","","","","1341","Troop","2018-04-01","","","","Alien Dragons","2019-01-31","rhondaduncan@example.org","makaylajohnson@example.net","daivd_chesser@msn.com","","","","","","No"
"2671325","17260735","Rebecca","Rose","","","95534 Page Fields","","Anthonystad","GU","83086","(807) 983-7032","6","Bovine University","","","","2462","Troop","2021-03-01","","","","Alien Turtles","","webbchristian@example.net","hortiz@example.net","","","","","","","No"
"3665369","19265298","Priscilla","Rhodes","","","62818 Bailey Lakes","","Halltown","ND","21987","(404) 981-9437","11","Bovine University","","","","6940","Troop","","","","","Graceful Velociraptors","2019-05-18","amartin@example.com","gordonhaynes@example.org","","","","","","","No"
"4016074","15679442","Thomas","Navarro","","","25242 Rogers Parks","","Mooreside","PA","65366","(404) 801-4911","6","Bovine University","","","","2850","Troop","","","","","Flying Cupcakes","","criley@example.org","daniel19@example.com","","","","","","","No"
"2703547","11909167","William","Briggs","","","6237 Smith Roads Apt. 508","","Stephensonport","CO","52843","(315) 994-2728","12","Bovine University","","","","4675","Troop","","","","","Alien Cupcakes","","amandagreer@example.net","charlesstevens@example.net","","","","","","","No"
